audit_id,scope_id,scope_name,domain,audit_state,known_public_basis,remaining_targets,evidence_state,source_ids,source_locator,status,notes
PXS-COMP-012,PXS-PRHR,Passive Residual Heat Removal Heat Exchanger,process_isolation_vents_drains,IN_PROGRESS,"Inlet AOVs return line high-point vent and Unit-3 V109/V108B evidence identified","Promote V101 V108A/B V109; resolve V102A/B V103A/B V111A/B candidates against R19/current P&ID plus all drains vents test fittings bypasses and maintenance isolation",VERIFIED_PUBLIC,SRC-0011;SRC-0411;SRC-0413,NUREG-1793 / Unit-4 listing / Unit-3 fabrication inspection,SEARCH_REQUIRED,
PXS-COMP-013,PXS-PRHR,Passive Residual Heat Removal Heat Exchanger,instrumentation_control_electrical,IN_PROGRESS,"PRHR actuation and flow/pressure monitoring functions documented","Resolve all flow/pressure instruments root/isolation valves impulse lines local indicators solenoids pneumatic supply valve position switches control power cables JBs PMS/DAS interfaces and calibration connections",CORROBORATED_PUBLIC,SRC-0002;SRC-0402,DCD Rev.19 Sec.6.3 and Ch.7 interfaces,SEARCH_REQUIRED,
PXS-COMP-014,PXS-PRHR,Passive Residual Heat Removal Heat Exchanger,supports_thermal_maintenance,IN_PROGRESS,"Internal IRWST support frame top cover and fabrication support records identified","Resolve frame members anchors welds HX restraints insulation if any thermal expansion clearances lifting/installation fixtures inspection access tube cleaning provisions and support-to-IRWST/civil load path",VERIFIED_PUBLIC,SRC-0406,NRC PRHR fabrication inspection set,SEARCH_REQUIRED,
PXS-COMP-015,PXS-IRWST,In-containment Refueling Water Storage Tank,tank_structure_internals,IN_PROGRESS,"Tank inventory elevation screens spargers PRHR submerged interface and pH baskets identified","Resolve walls/floor/liner/coating structural joints embeds access hatches internal partitions overflow weirs suction manifolds ladders platforms lighting interfaces and every internal support/anchor",CORROBORATED_PUBLIC,SRC-0401;SRC-0405,NUREG-1793 Ch.6 / NRC IRWST screen inspections,SEARCH_REQUIRED,
PXS-COMP-016,PXS-IRWST,In-containment Refueling Water Storage Tank,process_branches_drains_overflow,IN_PROGRESS,"Injection trains recirculation ties gutter return screen cross-connects and overflow elevation identified","Resolve every fill makeup overflow drain sample chemistry test cross-connect and refueling interface including line-number groups L112-L185 and final destinations",VERIFIED_PUBLIC,SRC-0401;SRC-0411,NUREG-1793 Ch.6 / Unit-4 as-built PXS line listing,SEARCH_REQUIRED,
PXS-COMP-017,PXS-IRWST,In-containment Refueling Water Storage Tank,instrumentation_electrical,IN_PROGRESS,"Level and passive-safety actuation functions documented","Resolve all level transmitter taps isolation manifolds local indication temperature/chemistry sampling cables JBs power/control channels alarms and calibration/test points",CORROBORATED_PUBLIC,SRC-0402,DCD Rev.19 Sec.6.3,SEARCH_REQUIRED,Older candidate V151/V161/V162 families await current-source confirmation
PXS-COMP-018,PXS-IRWST-SCREENS,IRWST and recirculation screens,construction_hardware,IN_PROGRESS,"Screen envelopes media/pocket geometry support concepts and drawing families identified","Resolve cartridge count pocket count frames rails clips bolts nuts washers welds mesh attachment gasket/seal details anchors debris curb/plate supports lifting/removal hardware and inspection access",VERIFIED_PUBLIC,SRC-0405,NRC screen ITAAC/inspection records,SEARCH_REQUIRED,
PXS-COMP-019,PXS-SPARGER-A/B,ADS IRWST spargers,construction_hardware,IN_PROGRESS,"Four arms and 1400 holes per Unit-3 sparger verified","Resolve hub diameter arm dimensions material wall thickness branch welds hole clocking/orientation end caps supports anchors restraint loads fabrication weld map NDE lifting/installation hardware and common-header connection",VERIFIED_PUBLIC,SRC-0404,NRC ADS sparger ITAAC inspection ML17044A539,SEARCH_REQUIRED,
PXS-COMP-020,PXS-PH-BASKETS,pH adjustment baskets,construction_chemistry,IN_PROGRESS,"Basket/mesh/clip drawing trail and credited volume identified","Resolve exact chemical inventory current R19 basis basket dimensions mesh frame clips bolts welds installed coordinates supports refill/removal handling access and post-accident dissolution interfaces",VERIFIED_PUBLIC,SRC-0402;SRC-0405,DCD Rev.19 Table 6.3-2 / NRC pH basket inspection,SEARCH_REQUIRED,Do not use older TSP mass until R19 reconciliation
PXS-COMP-021,PXS-RECIRC-A/B,Containment gravity recirculation trains,valves_branches,IN_PROGRESS,"Parallel MOV+squib and check+squib architecture plus V117/V118/V119/V120 tag families identified","Map exact branch topology line segments tees reducers drains vents highpoint vents check orientation actuator power test ports supports and connection to sump/screens/injection lines",VERIFIED_PUBLIC,SRC-0401;SRC-0411;SRC-0412,NUREG-1793 / Unit-4 listing / Unit-3 preop testing,SEARCH_REQUIRED,
PXS-COMP-022,PXS-GUTTER,Containment condensate gutter/drain recovery,collection_hardware,IN_PROGRESS,"Safety-related gutter recovery function V130A/B and Unit-4 gutter line groups identified","Resolve gutter sections downspouts collection boxes drains overflow lips supports hangers V130 actuator details sump tie-ins IRWST return route polar-crane/stiffener downspouts L301-L310 and every fitting/support",VERIFIED_PUBLIC,SRC-0401;SRC-0411,NUREG-1793 Ch.6 / Unit-4 as-built PXS line listing,SEARCH_REQUIRED,Minor gravity-drain hardware remains first-class plant equipment
